,CQao,"Plv,0","Vlv,0",Vlv,CQmi,"Pla,0","Vla,0",Vla,"Elv,s","Elv,d","Ela,max","Ela,min"
54,395.185,0.9129,5.6225000000000005,439.45,378.2,1.1091,4.53,19.298000000000002,2.68125,0.09123,0.235225,0.131745
55,400.015,0.8995,5.8525,582.95,397.08,1.1191,3.7908,20.858,2.28375,0.08879000000000001,0.293825,0.16486499999999998
56,387.27500000000003,1.0203,4.6915,421.05,406.20000000000005,0.8173,3.5820000000000003,20.826,2.31025,0.11163000000000001,0.262175,0.125895
57,300.685,0.9831,4.5915,508.85,345.16,1.0343,4.23,19.266,2.82625,0.11863,0.265125,0.151695
58,367.535,0.9827,5.2405,481.85,462.36,1.0037,4.0852,22.810000000000002,2.81325,0.10445,0.235875,0.150495
59,329.945,0.9669,5.9605,454.75,378.28,1.1147,3.3324000000000003,20.317999999999998,2.25975,0.08757000000000001,0.240125,0.126195
60,325.395,1.1095,5.3805,453.55,424.36,1.1975,4.2940000000000005,23.806,2.67425,0.09585,0.208825,0.128085
61,339.675,0.9003,4.1715,572.55,474.12,0.9251,4.5484,23.206,2.02025,0.10435,0.213175,0.142575
62,299.425,0.9287,4.2425,491.85,471.4,0.9185,3.3116000000000003,16.09,2.95725,0.09649,0.210175,0.121275
63,343.105,1.0619,4.9864999999999995,458.55,438.2,1.1867,4.11,23.002000000000002,2.71375,0.08175000000000002,0.225075,0.126975
64,302.295,1.1019,4.4605,478.05,431.08000000000004,1.0287,3.2204,17.422,2.9217500000000003,0.09805000000000001,0.294475,0.15781499999999998
65,355.565,0.9453,4.6695,405.55,332.28,0.9513,3.8932,19.858,2.10325,0.08885000000000001,0.276225,0.170175
66,301.175,1.0315,5.6795,506.45,445.24,1.1901,4.2196,19.522,2.5692500000000003,0.09695000000000001,0.279875,0.153975
67,395.95500000000004,1.1473,5.3355,422.65,399.4,1.1919,3.3172,22.362000000000002,2.9377500000000003,0.09953000000000001,0.284275,0.155835
68,407.855,0.9593,4.7215,476.45,440.04,0.9467,4.6444,16.83,2.89075,0.11141000000000001,0.283725,0.165525
69,401.065,1.1047,5.2295,481.95000000000005,382.36,1.1677,3.3068,19.386,2.25625,0.10487,0.216275,0.146025
70,350.245,0.9017000000000001,4.1235,586.85,434.84000000000003,1.0315,3.8676,23.426000000000002,2.18175,0.11031,0.294675,0.136905
71,297.395,1.0873,5.4995,520.35,434.76,1.0627,4.1164000000000005,22.282,2.4002499999999998,0.11517,0.250275,0.143865
72,328.545,1.1905000000000001,4.1895,474.35,427.48,1.0911,4.75,16.63,2.44375,0.08877000000000002,0.264975,0.136155
73,406.315,1.1747,5.7364999999999995,515.55,342.6,0.9465,3.4716,20.758,2.32075,0.11401,0.261925,0.171585
74,339.815,0.8501000000000001,5.1355,420.35,325.16,1.1205,4.1108,18.654,2.99675,0.08237000000000001,0.260125,0.17005499999999998
75,343.035,0.9493,4.4365,480.55,366.6,1.1879,4.6916,22.002000000000002,2.00875,0.08803000000000001,0.263525,0.151635
76,377.475,1.1105,4.5735,424.95,379.88,1.0485,4.0828,20.942,2.42775,0.08749000000000001,0.204675,0.178335
77,359.345,1.0533000000000001,5.7204999999999995,512.45,455.56,1.1791,4.638,19.53,2.13375,0.08723000000000002,0.22312500000000002,0.17995499999999998
78,349.335,0.9763,5.1145,525.35,398.52,1.1337,3.4548,21.578,2.08225,0.11288999999999999,0.281925,0.16822499999999999
79,405.96500000000003,1.1591,5.031499999999999,483.05,413.4,1.1965,4.1372,17.214,2.66525,0.10071,0.237125,0.15856499999999998
80,352.135,0.8049000000000001,4.6425,482.65,369.4,1.0901,3.2124,20.201999999999998,2.94075,0.11495,0.232325,0.132015
81,289.275,1.0019,4.5645,405.65,352.92,1.1627,4.5524000000000004,23.346,2.46375,0.11053,0.257625,0.139455
82,337.435,0.9371,5.2075,481.65,341.08,1.1886999999999999,3.7068,19.482,2.93375,0.10093,0.223525,0.156885
83,407.71500000000003,1.0921,5.9415,542.65,432.44,1.0373,4.4796,23.810000000000002,2.08175,0.10477,0.202025,0.170895
84,300.475,1.1127,5.1325,428.15,380.2,0.9387,4.6988,23.102,2.30975,0.08327000000000001,0.261525,0.146475
85,305.935,0.9511000000000001,5.6754999999999995,518.75,373.24,1.0039,3.3836,23.934,2.63825,0.10449,0.232475,0.128535
86,364.245,1.1131,4.7395,567.75,444.12,0.9877,4.5588,23.358,2.00675,0.09413,0.242675,0.16036499999999998
87,394.83500000000004,1.0269,5.7155000000000005,556.15,353.32,1.0561,3.6476,22.854,2.57225,0.11393,0.227225,0.161955
88,416.95500000000004,0.9067000000000001,5.6565,542.85,427.32,0.9197,4.4483999999999995,23.546,2.15125,0.10577,0.204775,0.14080499999999999
89,384.615,0.8067000000000001,5.9695,546.95,341.24,0.8741,3.3148,20.106,2.11625,0.11825,0.269075,0.140655
90,357.735,1.0861,4.2865,481.35,368.84000000000003,0.9218999999999999,3.4228,16.394,2.74975,0.09163,0.245075,0.122115
91,375.305,1.1487,4.7925,561.65,427.0,0.9833000000000001,3.3916,18.722,2.5307500000000003,0.09251000000000001,0.233925,0.138735
92,338.485,0.8557,4.1175,495.95,359.32,1.1080999999999999,3.5284,22.137999999999998,2.08725,0.08339000000000002,0.204075,0.153795
93,351.225,0.9475,4.1585,578.6500000000001,339.16,0.8813,3.6276,18.582,2.99475,0.10549,0.234275,0.16042499999999998
94,386.785,1.1193,4.2285,447.05,371.0,0.8973,4.3772,20.05,2.86925,0.10531,0.228325,0.159765
95,317.275,0.9223,4.7465,558.45,350.36,0.8747,3.7612,21.598,2.87975,0.09501000000000001,0.261675,0.146985
96,281.995,0.9063,4.9595,469.35,395.64,1.1187,3.9156,21.774,2.91925,0.11343,0.29932499999999995,0.165105
97,290.745,1.0939,5.1905,497.35,409.32,0.8241,3.3332,22.926000000000002,2.38125,0.11003,0.266625,0.127545
98,331.135,1.0129,5.6875,581.25,419.48,0.8567,4.5436,19.054000000000002,2.53825,0.11438999999999999,0.257225,0.153825
99,383.145,0.9061,4.4555,467.95,344.28,1.1703000000000001,4.014,18.31,2.30775,0.09531,0.206625,0.155115
100,290.605,0.8405,4.1675,568.75,470.2,1.0705,3.5804,17.534,2.14175,0.10980999999999999,0.299125,0.134925
101,387.695,0.9845,5.1125,541.75,385.56,1.1926999999999999,3.9892,23.966,2.91275,0.08193000000000002,0.206425,0.177105
102,293.615,1.0391,5.1315,571.35,424.92,0.9607,4.5756,17.626,2.13975,0.10651,0.282125,0.149355
103,394.415,0.8437,5.4895,450.25,406.84000000000003,0.9277,3.8004,20.386,2.54425,0.09265000000000001,0.253975,0.172605
104,319.935,0.9589,4.0015,475.05,460.6,0.9682999999999999,3.7076000000000002,23.694,2.01825,0.09171000000000001,0.28247500000000003,0.160335
105,308.385,0.8777,4.9665,470.55,373.0,0.8477,3.2996000000000003,16.722,2.44525,0.09813000000000001,0.290625,0.129105
106,361.935,1.0805,5.7265,548.85,457.56,1.0169,3.4396,16.706,2.8272500000000003,0.11201,0.296925,0.127155
107,329.805,0.9263,4.4335,570.95,373.96000000000004,1.1535,3.2172,18.106,2.79625,0.11851,0.236225,0.166815
108,342.685,1.0431,4.7995,523.05,377.56,1.1644999999999999,4.646,22.898,2.45975,0.10433,0.21102500000000002,0.160125
109,360.185,1.1979,5.7765,510.95000000000005,433.72,0.8653000000000001,3.45,17.41,2.87725,0.11227000000000001,0.279725,0.179535
110,317.975,1.0823,4.6855,502.25,373.64,0.9263,3.71,22.234,2.53525,0.11665,0.255175,0.162075
111,320.985,0.9301,5.7055,551.25,416.03999999999996,1.1163,4.106,20.506,2.87775,0.09023,0.269875,0.13744499999999998
112,294.735,1.0835,5.6365,481.55,387.48,0.8687,4.7316,20.85,2.04975,0.09611,0.265225,0.142065
113,330.855,0.8275,4.6455,460.35,415.48,1.1482999999999999,4.066,23.586,2.17525,0.11033000000000001,0.270175,0.129915
114,384.545,0.8619,5.2684999999999995,532.85,335.4,0.8365,4.1956,22.094,2.7727500000000003,0.08865,0.284875,0.133875
115,398.265,1.1195,5.5015,524.25,398.2,0.9763,3.8756,20.134,2.90375,0.11813,0.249425,0.124095
116,374.255,0.9005,4.1935,452.25,394.03999999999996,0.9447,4.3284,23.762,2.90525,0.08439000000000002,0.276925,0.15559499999999998
117,361.445,1.1657,4.8065,562.75,353.96,0.8705,4.7812,17.474,2.51825,0.11743,0.287925,0.125655
118,351.295,0.8115,5.3785,559.85,403.15999999999997,0.9227,3.5036,19.058,2.00425,0.08611,0.279625,0.125385
119,313.21500000000003,1.0421,5.9925,432.95,323.32,0.8771,4.3316,22.666,2.23225,0.10357000000000001,0.273025,0.155175
120,415.555,1.1827,4.5125,420.25,344.92,1.1591,4.5532,16.31,2.18025,0.09319000000000001,0.269325,0.163485
121,384.825,0.9597,5.391500000000001,455.75,361.56,1.1379,4.5724,16.266,2.32425,0.08517000000000001,0.276725,0.129435
122,314.96500000000003,0.8729,4.6345,439.95,460.44,1.1457,3.3524000000000003,23.118000000000002,2.32475,0.11563,0.247225,0.157725
123,399.945,0.8029000000000001,5.9035,553.65,477.96,0.8679,4.5852,23.374000000000002,2.36475,0.11057,0.277125,0.151965
124,329.105,0.8617,4.9235,484.75,417.0,1.1247,3.4484000000000004,19.881999999999998,2.88375,0.10869,0.206575,0.157245
125,298.795,0.8739,5.0915,486.55,438.6,0.9929,3.8084,23.134,2.69275,0.11151,0.295825,0.158415
126,351.15500000000003,1.0425,4.9945,587.35,444.84000000000003,1.0809,4.5596,23.630000000000003,2.4932499999999997,0.11061,0.29422499999999996,0.125745
127,416.53499999999997,0.9201,4.8774999999999995,468.95,476.84000000000003,1.0139,3.3884000000000003,18.858,2.26325,0.11115,0.28047500000000003,0.148515
128,412.33500000000004,1.1679,4.7095,493.25,471.88,0.8645,4.3916,16.15,2.78625,0.09121000000000001,0.217225,0.16597499999999998
129,295.855,1.0819,4.6725,562.05,428.84000000000003,0.9037000000000001,3.3092,17.238,2.86625,0.10047,0.229225,0.154845
130,346.045,0.9163,5.1335,490.95,372.52,0.9527,4.1916,18.778,2.20425,0.09877000000000001,0.22997499999999998,0.17782499999999998
131,399.245,0.9759,4.5954999999999995,517.35,355.88,0.8377,3.4124000000000003,17.442,2.80225,0.11463,0.221075,0.166275
132,280.735,0.8345,5.4635,489.75,359.4,1.1783000000000001,3.6772,21.45,2.83325,0.11169,0.203625,0.15928499999999998
133,340.095,1.0185,5.1965,401.15,395.4,0.8315,3.8532,23.246000000000002,2.8432500000000003,0.10331,0.24432500000000001,0.150345
134,383.985,1.0829,5.4945,555.45,409.72,1.0429,4.29,20.218,2.28825,0.09079000000000001,0.222675,0.175905
135,402.955,0.9647,5.7645,529.95,389.8,1.1795,3.8556,18.018,2.81075,0.11545,0.201025,0.159105
136,289.835,0.9637,5.0735,542.55,381.88,1.1539,4.1052,22.642,2.86375,0.11581,0.270825,0.17929499999999998
137,372.365,0.9513,5.4005,551.95,421.64,0.8325,4.1708,22.878,2.42325,0.08217000000000002,0.245925,0.145065
138,367.815,1.1689,5.2035,589.55,418.91999999999996,0.9111,4.7532,18.09,2.07575,0.10337,0.255975,0.172365
139,368.515,1.1038999999999999,5.3225,555.65,422.28000000000003,1.0259,3.758,18.362000000000002,2.96325,0.09903,0.27497499999999997,0.172125
140,362.075,1.1371,4.0975,419.35,398.91999999999996,0.8967,4.4412,17.742,2.84675,0.08055000000000001,0.275675,0.16375499999999998
141,365.225,0.9821,5.7405,541.45,463.79999999999995,1.0505,3.5844,19.094,2.73925,0.11161,0.252425,0.152535
142,410.165,1.1115,4.9005,486.15,424.28,0.9419,4.2964,21.678,2.10975,0.10169,0.232175,0.12106499999999999
143,373.625,1.0903,5.4065,531.85,459.15999999999997,1.0015,4.43,20.314,2.67525,0.11459,0.211725,0.135705
144,403.515,1.0594999999999999,5.1015,492.05,385.96000000000004,0.8011,4.5508,21.990000000000002,2.39625,0.08333000000000002,0.260725,0.139635
145,301.805,0.9329000000000001,5.9005,474.45,426.84000000000003,1.1239,3.9292,20.118000000000002,2.91025,0.09033000000000001,0.265475,0.148755
146,312.165,1.1810999999999998,5.2955000000000005,598.65,333.8,0.8935000000000001,4.7148,22.614,2.6487499999999997,0.11087,0.234025,0.139155
147,316.225,1.0091,4.6145,497.55,437.32,1.0663,4.058,17.782,2.34475,0.08515000000000002,0.227575,0.170385
148,356.755,0.8659,5.1265,417.55,410.52,1.0769,3.7788,19.922,2.74775,0.11557,0.235125,0.12343499999999999
149,408.345,0.8595,4.6835,536.05,478.2,0.8739,3.8564,22.162,2.63675,0.08669000000000002,0.251475,0.171225
150,342.475,0.8855000000000001,5.5435,470.95,382.2,1.0715,4.7628,23.738,2.63125,0.08961000000000001,0.269275,0.156105
151,324.83500000000004,1.1451,4.4745,568.65,358.04,1.0271,3.4244000000000003,18.386,2.17725,0.10831,0.20597500000000002,0.17152499999999998
152,348.985,0.8693000000000001,4.4885,453.85,447.96,0.9555,4.6036,20.682000000000002,2.8377499999999998,0.09347000000000001,0.224675,0.12820499999999999
153,372.015,1.0991,5.9655000000000005,564.85,380.84,0.8947,3.6652,18.782,2.33975,0.09243000000000001,0.232775,0.140535
154,405.755,1.0931,4.9975000000000005,552.65,323.16,1.1733,4.5252,17.186,2.92475,0.09391000000000001,0.258125,0.179925
155,283.325,1.1890999999999998,5.2015,432.15,388.44,0.8085,3.2924,17.77,2.15175,0.10119,0.270225,0.148965
156,362.845,0.9601,5.6395,490.35,418.6,1.1995,4.594,20.694,2.35625,0.08219000000000001,0.228725,0.156285
157,339.605,1.0851,5.5415,571.75,348.44,0.8671,3.4668,17.986,2.72125,0.10207000000000001,0.266875,0.152715
158,333.935,1.0097,4.7515,516.25,329.48,1.1759,4.3484,23.486,2.37075,0.11799,0.256475,0.16519499999999998
159,399.805,1.0207,4.6995000000000005,454.95,454.28,1.0835,3.438,23.926000000000002,2.95125,0.11143,0.215875,0.15229499999999999
160,348.215,0.8263,4.6895,580.35,452.52,0.9267,4.4924,17.37,2.70725,0.08899000000000001,0.246075,0.159075
161,371.245,1.0123,4.1105,564.55,398.04,0.8555,3.3852,16.67,2.98875,0.10575000000000001,0.238225,0.12778499999999998
162,295.015,1.0969,4.6265,558.75,410.84000000000003,0.9737,4.5684000000000005,17.406,2.28025,0.09961,0.215975,0.148335
163,296.135,0.9145,5.0055,569.45,436.6,1.1359,4.1788,19.586,2.77175,0.10995,0.278925,0.173925
164,346.95500000000004,1.1360999999999999,4.6585,492.55,383.24,1.1773,4.0084,21.698,2.93925,0.09435,0.264075,0.160395
165,397.425,0.8257,5.6645,427.85,421.08000000000004,1.1489,4.242,20.726,2.03425,0.10417,0.204575,0.14554499999999998
166,347.935,1.0769,5.6165,465.65,323.72,1.1059,4.5228,19.526,2.73375,0.08563000000000001,0.252125,0.12031499999999999
167,329.455,1.0441,4.8075,403.95,427.24,0.8829,3.5100000000000002,21.682000000000002,2.12175,0.09281,0.227725,0.149505
168,329.385,0.8561000000000001,5.2135,550.05,328.12,1.0905,3.3412,20.066000000000003,2.46325,0.09161000000000001,0.222825,0.134745
169,302.715,1.0141,4.7455,504.05,321.64,0.8931,3.6795999999999998,18.618000000000002,2.6317500000000003,0.11621000000000001,0.250075,0.153915
170,350.385,1.0563,4.0115,543.75,407.16,0.8087000000000001,4.1492,19.398,2.5707500000000003,0.08635000000000001,0.209075,0.176715
171,317.835,0.8893,4.3365,539.95,422.12,0.8323,3.2756000000000003,21.434,2.53675,0.10209,0.209125,0.134235
172,400.08500000000004,1.0389,5.1465,405.45,376.84,0.9335,3.5588,18.466,2.12925,0.08593,0.233325,0.133815
173,354.935,0.8603000000000001,4.5805,480.75,418.12,0.8877,4.4948,16.554,2.95025,0.11123,0.243375,0.157335
174,323.435,1.1877,5.2625,549.45,442.04,1.0455,4.274,23.317999999999998,2.7662500000000003,0.10009000000000001,0.283525,0.17341499999999999
175,390.70500000000004,0.9055000000000001,4.2035,455.05,445.32,0.8483,4.7956,23.614,2.24075,0.10561000000000001,0.258225,0.17599499999999998
176,408.905,1.1759,5.000500000000001,524.65,431.15999999999997,1.0405,3.318,19.046,2.44175,0.10403000000000001,0.200525,0.155775
177,353.815,0.8071,5.9495000000000005,427.15,414.28,0.9313,4.0804,18.07,2.49425,0.11587,0.246525,0.175065
178,299.985,1.1337,5.3945,406.55,341.56,0.9889,3.6460000000000004,22.226,2.04925,0.08741000000000002,0.252725,0.129945
179,362.985,1.0747,4.4565,460.05,339.08,0.9545,4.494,17.198,2.65875,0.08265000000000002,0.270075,0.127635
180,412.96500000000003,1.1187,4.9185,412.85,475.4,1.0117,4.0924,16.958,2.41525,0.11041000000000001,0.26087499999999997,0.15964499999999998
181,280.875,0.9725,5.2835,529.25,426.52,0.8467,3.5580000000000003,18.766,2.40725,0.08739000000000001,0.241025,0.17302499999999998
182,375.795,1.0537,4.8485,599.75,399.15999999999997,1.1545,4.755599999999999,16.458,2.00575,0.09475000000000001,0.236925,0.139185
183,383.565,0.9767,4.2545,534.65,393.96000000000004,0.8551000000000001,3.406,17.73,2.8987499999999997,0.10779,0.262425,0.176415
184,285.005,0.8221,5.2235,557.85,457.48,0.9589,4.5092,22.054000000000002,2.44925,0.10291,0.254825,0.133545
185,387.765,1.0197,5.0235,485.85,448.44,1.0207,3.5860000000000003,19.006,2.63075,0.08455000000000001,0.274725,0.13153499999999999
186,387.41499999999996,1.1993,5.7965,452.15,385.4,0.9561,3.4476,23.142,2.88025,0.09293000000000001,0.239675,0.144075
187,409.115,1.0394999999999999,5.657500000000001,539.75,371.8,0.9053,3.874,21.634,2.75275,0.09007000000000001,0.210425,0.167685
188,288.015,0.9719,4.4865,545.65,473.0,1.0693,4.166,17.458,2.15925,0.09991,0.274325,0.135825
189,292.985,1.0617,4.0475,427.25,369.16,0.9963,4.5764,23.858,2.11675,0.09267,0.29762500000000003,0.178815
190,291.935,1.0337,5.3285,563.45,404.28,1.0151,4.2716,20.226,2.98825,0.09929,0.234525,0.151305
191,414.225,1.0449,5.3305,539.65,466.6,1.0245,3.61,19.25,2.94975,0.11649,0.250725,0.178065
192,373.275,1.1449,5.2364999999999995,560.55,343.72,1.0977000000000001,3.262,17.526,2.34675,0.08447000000000002,0.22792500000000002,0.123135
193,377.545,1.1770999999999998,5.8645,578.85,397.48,0.9927,4.0988,17.834,2.33925,0.11441,0.238525,0.163605
194,354.095,0.9491,5.8705,475.85,458.2,1.0077,3.6404,16.466,2.09125,0.11261,0.21227500000000002,0.146235
195,363.055,0.9091,4.4295,468.15,324.44,0.8695,4.1932,22.802,2.16775,0.08033000000000001,0.266575,0.164775
196,303.205,0.9801,5.9615,435.75,372.76,0.8531000000000001,4.0868,23.518,2.77975,0.09053000000000001,0.222325,0.16591499999999998
197,333.025,1.0577,4.7885,503.25,334.28,0.8047000000000001,3.7636,18.398,2.01925,0.11297,0.228875,0.138255
198,405.405,0.9479,4.9835,413.95,333.16,0.8637,4.366,20.766,2.55175,0.11039,0.293725,0.154305
199,403.65500000000003,0.9455,5.2565,423.85,416.20000000000005,0.8893,3.494,23.714,2.72575,0.09003000000000001,0.234175,0.175815
200,347.515,0.9917,4.3155,463.85,441.72,0.9241,4.0676,21.878,2.70825,0.08473000000000001,0.282375,0.171405
201,289.765,0.8577,4.0885,430.75,449.48,1.1447,4.6764,20.454,2.56525,0.10955000000000001,0.288025,0.15925499999999998
202,369.985,1.1515,5.359500000000001,559.45,411.24,1.0339,4.6348,19.37,2.42175,0.10307,0.291075,0.15079499999999998
203,385.035,0.9937,4.8335,455.25,325.4,0.9031,3.4812000000000003,22.85,2.7887500000000003,0.08891000000000002,0.296075,0.17860499999999999
204,355.075,1.1351,4.8895,409.25,392.28,0.8957,4.538,22.17,2.04225,0.11773,0.256525,0.143205
205,369.005,1.0013,4.6335,442.45,440.84000000000003,0.8041,4.6828,17.802,2.64025,0.11159,0.279375,0.12028499999999999
206,352.345,0.9425,4.4845,530.65,388.68,1.1531,4.4868,22.637999999999998,2.29175,0.09571000000000002,0.234775,0.165345
207,391.895,1.1231,4.0865,402.75,392.6,1.1661,4.2988,19.302,2.46075,0.10965,0.22737500000000002,0.140355
208,415.905,0.8521000000000001,5.1365,544.55,383.08,0.9853000000000001,3.5220000000000002,19.078,2.5227500000000003,0.09519000000000001,0.243525,0.12139499999999999
209,321.335,0.8249000000000001,4.3815,571.15,440.68,0.9453,3.9364,20.934,2.05725,0.09569000000000001,0.223825,0.12781499999999998
210,400.225,1.0312999999999999,5.0905000000000005,437.15,339.8,0.9339,3.4036,16.506,2.39975,0.10025,0.288925,0.141195
